"Tipo","SeqMain","SeqSub","Sql","Sessao"
"QUESTAO","117","10","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","117","15","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:5]
AND CPR.MARCA = [Q:10]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","122","3","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","122","4","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","122","5","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","122","12","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","122","13","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","122","14","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:12]
AND CPR.MARCA = [Q:13]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","126","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","126","2","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","126","3","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","132","30","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","132","40","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","132","50","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","132","60","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","132","70","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","133","5","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","133","7","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'Cameco',
'Case',
'CBT',
'CIMAG',
'Civemasa',
'Condor',
'Cremasco',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Horse Machine',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'RS',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","133","9","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","134","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","134","4","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'CLAAS',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Fido',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Hexagon',
'Ideal',
'Indutar',
'Inroda',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Luma Implementos',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Menta Maquinas',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'Piccin',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Raven',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'Topcon',
'Trimble',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","134","8","SELECT DISTINCT 
CPR.DESCRICAO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:4]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","134","12","SELECT DISTINCT CODPRODUTO
FROM IV$PRODUTO 
WHERE EMUSO = 'S'
AND MODELO = [Q:3]
ORDER BY 1",""
"QUESTAO","134","20","SELECT DISTINCT GPAR.LITERAL1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR = 9413
ORDER BY 1",""
"QUESTAO","134","36","SELECT DISTINCT 
CPR.LITERAL1 from IV_GLOBALPAR CPR 
WHERE CPR.Campo1 = 'John Deere'",""
"QUESTAO","142","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","142","4","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404, 9408)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Agroma',
'Airbus',
'Alma',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'Cemag',
'CBT',
'Civemasa',
'Condor',
'CLAAS',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Fido',
'FM COPLING',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Hexagon',
'Höhl John Deere Goiânia',
'HM AGRO',
'Ideal',
'Indutar',
'Inroda',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kamaq',
'KBM',
'KO',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Luma Implementos ',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Maqnelson',
'Menta Maquinas',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Nogueira',
'Orion',
'Oxbo',
'Piccin',
'PLA',
'Safra Max',
'Same',
'São José Industrial',
'Santa Izabel',
'SLC',
'Solis',
'Stara',
'Raven',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'Tk Star',
'Topcon',
'Trimble',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","142","8","SELECT DISTINCT 
CPR.DESCRICAO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:4]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","142","12","SELECT DISTINCT CODPRODUTO
FROM IV$PRODUTO 
WHERE EMUSO = 'S'
AND MODELO = [Q:8]
ORDER BY 1",""
"QUESTAO","142","20","SELECT DISTINCT GPAR.LITERAL1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR = 9413
ORDER BY 1",""
"QUESTAO","142","36","SELECT DISTINCT 
CPR.LITERAL1 from IV_GLOBALPAR CPR 
WHERE CPR.Campo1 = 'John Deere'",""
"QUESTAO","145","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","145","3","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Fido',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Inroda',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Menta Maquinas',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'Piccin',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","145","6","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","145","9","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Agroma',
'Airbus',
'Alma',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Casale',
'Case',
'Cadioli',
'Cemag',
'CBT',
'CIMAG',
'Civemasa',
'Condor',
'CLAAS',
'CREMASCO',
'D.A Engenharia',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Fido',
'FM COPLING',
'Ford/NH',
'Green System',
'GTM',
'GTS',
'Herbicat',
'Horse Machine',
'HM AGRO',
'Ideal',
'INDUTAR',
'Inroda',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'JZ',
'Jinma',
'John Deere',
'Jumil',
'Kamaq',
'KBM',
'KO',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Luma',
'Mahindra',
'Marchesan',
'MARCHER',
'Marispan',
'Massey',
'Maxion',
'Menta Maquinas',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Nogueira',
'Orion',
'Oxbo',
'Piccin',
'PLA',
'Same',
'São José Industrial',
'Santa Izabel',
'SLC',
'Solis',
'Stara',
'Realmaq',
'RS',
'Tatu',
'Tatu Marchesan',
'Tk Star',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","145","12","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:6]
AND CPR.MARCA = [Q:9]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","145","93","SELECT LITERAL1 AS VENDEDOR FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 28
ORDER BY LITERAL1
",""
"QUESTAO","145","96","SELECT LITERAL1 AS VENDEDOR FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 28
ORDER BY LITERAL1
",""
"QUESTAO","146","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores'
 ) 
order by 1",""
"QUESTAO","146","3","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","146","5","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:3]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","146","40","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = 'John Deere'
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","147","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Colhedora de cana'
 ) 
order by 1",""
"QUESTAO","147","3","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","147","6","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:3]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","147","24","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = 'John Deere'
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","148","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Colheitadeira grãos'
 ) 
order by 1",""
"QUESTAO","148","3","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","148","6","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:3]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","148","27","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = 'John Deere'
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","149","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Pulverizador'
 ) 
order by 1",""
"QUESTAO","149","3","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","149","6","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:3]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","149","21","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = 'John Deere'
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","150","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Plantadeira'
 ) 
order by 1",""
