"SeqFormulario","Questao","Descricao","NroReferencia","DescReduzida","Nomecoluna","Grupo","TipoDado","NumMinimo","NumMaximo","Peso","ProximaQuestao","Script","Tamanho","Prefixoresposta","Permitepeso","EmUso","ExigeResposta","QTDEDECIMAL"
"68","10","Se sim, qual a sua avaliação de 0 a 10?","010","Se sim, qual a sua avaliação d","QUAL_AVIALIACAO","","M","","","1,00","11","Se sim, qual a sua avaliação de 0 a 10?","20","","","1","",""
"68","11","O processo Financeiro foi adequado?","011","O processo Financeiro foi adeq","PROCESSO_FINANCEIRO","","M","","","1,00","6","O processo Financeiro foi adequado?","20","","","1","",""
"69","1","Está satisfeito com o atendimento da Equipe de Vendas?","001","Está satisfeito com o atendime","SATISFEITO_VENDA","","L","","","1,00","2","Está satisfeito com o atendimento da Equipe de Vendas?","3","","","1","",""
"69","2","O Comercial atendeu suas necessidades na negociação?","002","O Comercial atendeu suas neces","ATENDEU_NEGOCIACAO","","L","","","1,00","","O Comercial atendeu suas necessidades e dúvidas durante a negociação?","3","","","1","",""
"69","3","O que foi combinado com o Comercial, foi cumprido?","003","O que foi combinado com o Come","FOI_CUMPRIDO","","L","","","1,00","","O que foi combinado com o Comercial, foi cumprido?","3","","","1","",""
"69","4","Para fechar a negociação, utilizou Programa de Demonstração?","004","Para fechar a negociação, util","PROGRAMA_DEMONSTRACA","","L","","","1,00","","Para fechar a negociação, utilizou Programa de Demonstração?","3","","","1","",""
"69","5","O processo Financeiro foi adequado?","005","O processo Financeiro foi adeq","PROCESSO_FINANCEIRO","","L","","","1,00","","O processo Financeiro foi adequado?","3","","","1","",""
"69","6","O prazo de Entrega foi cumprido?","006","O prazo de Entrega foi cumprid","PRAZO_ENTREGA","","L","","","1,00","","O prazo de Entrega foi cumprido?","3","","","1","",""
"66","2","O Consultor de Vendas tem mantido contato?","002","O Consultor de Vendas tem mant","CONTATO_CONSULTOR","","L","","","1,00","3","O Consultor de Vendas tem mantido contato?","3","","","1","",""
"66","3","Já sabe com quem deve falar caso tenha alguma necessidade?","003","Já sabe com quem falar","COM_QUEM_FALAR","","L","","","1,00","4","Já sabe com quem da Colorado nos departamentos de Peças,Serviços e Vendas deve falar caso tenha alguma necessidade?","3","","","1","",""
"66","4","Precisou de algum atendimento neste período?","004","Precisou de algum atendimento ","PRECISOU_ATENDIMENTO","","L","","","1,00","5","Precisou de algum atendimento neste período?","3","","","1","",""
"66","5","Em uma escala de 0 a 10, qual a probabilidade de recomendar","005","Em uma escala de 0 a 10, qual ","EM_UMA_ESCALA_DE_0_A","","M","","","1,00","","Em uma escala de 0 a 10, qual a probabilidade de recomendar o Departamento de Vendas da Colorado?","20","","","1","",""
"66","6","Foi bem atendido?","006","Foi bem atendido?","BEM_ATENDIDO","","L","","","1,00","5","Foi bem atendido?","3","","","1","",""
"66","7","Está satisfeito com o seu desempenho?","007","está satisfeito com o seu dese","SATISFEITO_DESEMPENH","","L","","","1,00","2","Está satisfeito com o seu desempenho?","3","","","1","",""
"67","1","Alguma pessoa da colorado entrou em contato?","001","Alguma pesso","ENTROU_CONTATO","","L","","","1,00","2","Alguma pessoa da Colorado entrou em contato após sua compra para saber se está Satisfeito","3","","","1","",""
"67","2","O Consultor de Vendas tem mantido contato?","002","O Consultor de Vendas tem mant","CONSULTOR_CONTATO","","L","","","1,00","3","O Consultor de Vendas tem mantido contato?","3","","","1","N",""
"67","3","Tem necessidade de algum outro produto?","003","Tem necessidade de algum outro","NECESSIDADE_PRODUTO","","L","","","1,00","4","Tem necessidade de algum outro produto?","3","","","1","",""
"67","4","Em uma escala de 0 a 10, qual a probabilidade de recomendar","004","Em uma escala de 0 a 10, qual ","NPS_0_A_10","","M","","","1,00","5","Em uma escala de 0 a 10, qual a probabilidade de recomendar o Departamento de Vendas da Colorado?","20","","","1","",""
"67","5","Qual o grau de satisfação quando se trata de ajudar a escolh","005","Qual o grau de satisfação quan","SATISFACAO_ESCOLHA","","M","","","1,00","6","Qual o grau de satisfação quando se trata de ajudar a escolher o equipamento certo?","20","","","1","",""
"67","6","Qual o grau de satisfação quando se trata da melhoria do des","006","Qual o grau de satisfação quan","SATISFACAO_DESEMPENH","","M","","","1,00","7","Qual o grau de satisfação quando se trata da melhoria do desempenho do equipamento?","20","","","1","",""
"67","7","Qual o grau de satisfação quando se trata da disponibilidade","007","Qual o grau de satisfação quan","SATISFACAO_DSIPONIBI","","M","","","1,00","9","Qual o grau de satisfação quando se trata da disponibilidade de peças no estoque?","20","","","1","",""
"67","8","Qual o grau de satisfação quando se trata da disponibilidade","008","Qual o grau de satisfação quan","DISPONILIDADE_ESTOQU","","M","","","1,00","9","Qual o grau de satisfação quando se trata da disponibilidade de peças no estoque?","20","","","0","",""
"67","9","Qual o grau de satisfação quando se trata da solução de prob","009","Qual o grau de satisfação quan","SATISFACAO_TEMPO","","M","","","1,00","10","Qual o grau de satisfação quando se trata da solução de problemas em tempo hábil?","20","","","1","",""
"67","10","Qual o grau de satisfação quanto a tratá-lo com respeito?","010","Qual o grau de satisfação quan","SATISFACAO_RESPEITO","","M","","","1,00","11","Qual o grau de satisfação quanto a tratá-lo com respeito?","20","","","1","",""
"67","11","Algum problema com o produto que não foi resolvido?","011","Algum problema com o produto q","PROBLEMA_N_RESOLVIDO","","L","","","1,00","12","Algum problema com o produto que não foi resolvido?","3","","","1","",""
"89","9","Condição Comercial Colorado","009","Condição Comercial Colorado","CONDICAO_COMERCIAL","","V","","","1,00","","Condição Comercial Colorado","8","","","1","","2"
"89","10","Motivo","010","Motivo","MOTIVO","","M","","","1,00","11","Motivos","20","","","1","",""
"89","11","Preço Concorrente","005","Preço Concorrente","PRECO_CONCORRENTE1","","M","","","1,00","12","Preço Concorrente","20","","","1","",""
"89","12","Preço Colorado","008","Preço Colorado","PRECO_COLORADO1","","M","","","1,00","","Preço Colorado","20","","","1","",""
"90","1","Concessionário","001","Concessionário","CONCESSIONARIO","","M","","","1,00","","Concessionário","20","","","0","S",""
"90","2","Loja","002","Loja","LOJA","","M","","","1,00","3","Loja","20","","","0","S",""
"90","3","Modelo Demonstração","001","Modelo Demonstração","MODELO_DEMONSTRACAO","","S","","","1,00","27","Modelo Demonstração","40","","","1","S",""
"90","4","Chassi","005","Chassi","CHASSI","","C","","","1,00","31","Chassi","20","","","1","N",""
"90","5","Cliente","050","Cliente","CLIENTE","","C","","","1,00","","Cliente","30","","","0","",""
"90","6","Endereço Demonstração","006","Endereço Demonstração","FAZENDA","","C","","","1,00","7","Endereço Demonstração","30","","","1","S",""
"90","7","Cultura","007","Cultura","CULTURA","","S","","","1,00","8","Cultura.","20","","","1","S",""
"90","8","Data Sugerida Da Demonstração","008","Data Sug Demonstração","DATA_DEMONSTRACAO","","D","","","1,00","9","Data Sugerida Da Demonstração","8","","","1","S",""
"90","9","Responsável","009","Responsável","RESPONSAVEL","","C","","","1,00","","Responsável","30","","","1","S",""
"90","10","Celular Responsável","020","Celular Responsável","CELULAR_RESPONSAVEL","","N","","","1,00","11","Celular Responsável","8","","","0","","0"
"90","11","E-mail Responsável","011","E-mail Responsável","E_MAIL_CLIENTE","","C","","","1,00","13","E-mail Responsável","40","","","1","S",""
"90","12","CNPJ","012","CNPJ","CNPJ","","N","","","1,00","13","CNPJ","8","","","0","","0"
"90","13","Operação","013","Operação","OPERACAO","","C","","","1,00","14","Operação","30","","","0","",""
"90","14","Implemento Agrícola","014","Implemento Agrícola","IMPLEMENTO_AGRICOLA","","C","","","1,00","","Implemento Agrícola","300","","","1","",""
"90","15","Horímetro Inicial","022","Horímetro Inicial","HORIMETRO_INICIAL","","N","","","1,00","16","Horímetro Inicial","8","","","0","","0"
"90","16","Horímetro Final","023","Horímetro Final","HORIMETRO_FINAL","","N","","","1,00","","Horímetro Final","8","","","0","S","0"
"90","17","Diesel Gasto","017","Diesel Gasto","DIESEL_GASTO","","N","","","1,00","","Diesel Gasto","8","","","1","","0"
"90","18","Nível do Tanque","024","Nível do Tanque","NIVEL_DO_TANQUE","","N","","","1,00","","Nível do Tanque","8","","","0","","0"
"90","19","Área Trabalhada","019","Área Trabalhada","AREA_TRABALHADA","","C","","","1,00","20","Área Trabalhada","30","","","1","",""
"90","20","Depoimento do Cliente sobre a Demonstração Realizada","021","Depoimento do Cliente sobre a ","DEPOIMENTO_DO_CLIENT","","C","","","1,00","","Depoimento do Cliente sobre a Demonstração Realizada","999","","","1","",""
"90","21","Celular Responsável","010","Celular do Responsável","CELULAR_DO_RESPONSAV","","C","","","1,00","11","Celular Responsável","30","","","1","S",""
"90","22","Horímetro Inicial","015","HorímetroInicial","HORIMETROINICIAL","","C","","","1,00","16","Horímetro Inicial","30","","","1","N",""
"90","23","Horímetro Final","016","HorímetroFinal","HORIMETROFINAL","","C","","","1,00","17","Horímetro Final","30","","","1","N",""
"90","24","Nível do Tanque","018","Nível Tanque","NIVEL_TANQUE","","C","","","1,00","19","Nível do Tanque","30","","","1","N",""
"83","5","Quantidade","005","Quantidade ","QUANTIDADE","","N","","","1,00","","Quantidade","8","","","1","","0"
"83","6","Preço Concorrente","006","Preço Concorrente","PRECO_CONCORRENTE","","V","","","1,00","","Preço Concorrente","8","","","1","","2"
"83","7","Modelo John Deere","008","Modelo John Deere","MODELO_JOHN_DEERE","","S","","","1,00","","Modelo John Deere","20","","","1","",""
"83","8","Preço John Deere","009","Preço John Deere","PRECO_JOHN_DEERE","","V","","","1,00","","Preço John Deere","8","","","1","","2"
"83","9","Motivo","012","Motivo","MOTIVA","","M","","","1,00","","Motivo","20","","","1","",""
"83","10","Tipo Equipamento","007","Tipo Equipamento","TIPO_EQUIPAMENTO","","S","","","1,00","","Tipo equipamento","30","","","1","",""
"83","11","Participamos da negociação?","013","Participamos da negociação","PARTICIPAMOS_DA_NEGO","","L","","","1,00","","Participamos da negociação","3","","","1","",""
"83","12","Modelo Implemento","010","Modelo Implemento","MODELO_IMPLEMENTO","","S","","","1,00","13","Modelo Implemento","20","","","1","",""
"83","13","Preço Implemento","011","Preço Implemento","PRECO_IMPLEMENTO","","V","","","1,00","14","Preço Implemento","8","","","1","","2"
"83","14","Havia ação de monitoramento?","014","Havia Haação de monitoramento?","HAVIA_HAACAO_DE_MONI","","L","","","1,00","15","Havia ação de monitoramento?","3","","","1","",""
"84","1","Equipamento","001","Equipamento","EQUIPAMENTO","","S","","","1,00","2","Tipo de Equipamento","20","","","1","S",""
"84","2","Marca","002","Marca","MARCA","","S","","","1,00","","Informar Marca","20","","","1","S",""
"84","3","Modelo","003","Modelo","MODELO","","S","","","1,00","","Modelo","20","","","1","S",""
"84","4","Valor Usado","005","Valor Usado","VALOR_USADO","","V","","","1,00","","Valor Usado","8","","","1","S","2"
"84","5","Valor Avaliação Usado","006","Valor Avaliação Usado","VALOR_AVALIACAO_USAD","","V","","","1,00","","Valor Avaliação Usado","8","","","1","S","2"
"84","6","Retirado do Usado","007","Retirado do Usado","RETIRADO_DO_USADO","","M","","","1,00","7","Retirada do Usado","20","","","1","S",""
"84","7","Chassi","008","Chassi","CHASSI","","C","","","1,00","8","Chassi","30","","","1","N",""
"84","8","Valor Validação Gestor","009","Valor Validação Gestor","VALOR_VALIDACAO_GEST","","V","","","1,00","9","Valor Validação Gestor","8","","","1","","2"
"84","9","Entrada do Usado","010","Entrada do Usado","ENTRADA_DO_USADO","","M","","","1,00","10","Entrada do Equipamento Usado","20","","","1","N",""
"84","10","Ano do Usado","004","Ano do Usado","ANO_DO_USADO","","D","","","1,00","11","Ano do Usado","8","","","0","S",""
"84","11","Ano do Usado","004","Ano do Usado","ANO_USADO","","N","","","1,00","12","Ano do Usado","8","","","1","S","0"
"85","3","TAXTAXA_FLAT_FLAT","0003","TAXTAXA_FLAT_FLAT","TAXTAXA_FLAT_FLAT","","C","","","1,00","152","TAXTAXA_FLAT_FLAT","30",""," ","0","",""
"85","4","STATUS_ANALISE_BANCO","0004","STATUS_ANALISE_BANCO","STATUS_ANALISE_BANCO","","C","","","1,00","","STATUS_ANALISE_BANCO","30",""," ","0","",""
"85","5","NF Desconto Incondicional","0129","NF Desconto Incondicional","NF_DESCONTO_INCONDIC","","C","","","1,00","","NF Desconto Incondicional","30",""," ","1","",""
"85","6","Codigo MDA","0060","Codigo MDA","CODIGO_MDA1","","C","","","1,00","","Codigo MDA","10","","","1","",""
"85","10","Formulario Implemento Numero","0001","Formulario Implemento Numero","FORMULARIO_NUMERO","","M","","","1,00","","Formulario Implemento Numero","20",""," ","1","S",""
"85","15","Valor Total","0004","Valor Total","VALOR_TOTAL","","V","","","1,00","","Valor Total","8",""," ","1","S","2"
"85","25","Valor do Sinal","0015","Valor Sinal","VALOR_DO_SINAL","","V","","","1,00","","Valor do Sinal","8",""," ","1","S","2"
"85","35","Data Sinal","0020","Data Sinal","DATA_SINAL","","D","","","1,00","","Data Sinal","8",""," ","1","S",""
"94","3","Nro Chassi","0030","Nro Chassi","NRO_CHASSI","","C","","","1,00","13","Nro Chassi","30","","","1","",""
"94","4","Data Protocolo no Banco","0040","Data Protocolo no Banco","DATA_PROTOCOLO_NO_BA","","D","","","1,00","5","Data Protocolo no Banco","8","","","1","",""
"94","5","Data Autorização Faturamento","0050","Data Autorização Faturamento","DATA_AUTORIZACAO_FAT","","D","","","1,00","6","Data Autorização Faturamento","8","","","1","",""
"94","6","Data Faturamento","0060","Data Faturamento","DATA_FATURAMENTO","","D","","","1,00","7","Data Faturamento","8","","","1","",""
"94","7","Nro NF","0070","Nro NF","NRO_NF","","N","","","1,00","8","Nro NF","8","","","1","N","0"
"94","8","Data Liberação do Recurso (Recebimento)","0080","Data Liberação do Recurso","DATA_LIBERACAO_DO_RE","","D","","","1,00","9","Data Liberação do Recurso (Recebimento)","8","","","1","",""
"94","9","Valor Recebido","0090","Valor Recebido","VALOR_RECEBIDO","","V","","","1,00","10","Valor Recebido","8","","","1","","2"
"94","10","Data da Proposta","0100","Data da Proposta","DATA_DA_PROPOSTA","","D","","","1,00","11","Data da Proposta","8","","","1","",""
"94","11","PFA - Previsão de Faturamento Atualizada","0110","PFA - Previsão de Faturamento ","PFA___PREVISAO_DE_FA","","D","","","1,00","12","PFA - Previsão de Faturamento Atualizada","8","","","1","",""
"94","12","Numero da Proposta","0120","Numero da Proposta","NUMERO_DA_PROPOSTA","","N","","","1,00","","Numero da Proposta","8","","","1","","0"
"94","13","Loja","0130","Loja","LOJA","","M","","","1,00","4","Loja","20","","","1","S",""
"95","1","MARCA","002","MARCA","MARCA_VP","","S","","","1,00","3","MARCA","20","","","1","S",""
"95","2","REVENDA","006","REVENDA","REVENDA_VP","","S","","","1,00","3","REVENDA","20","","","1","",""
"95","3","MODELO EQUIPAMENTO","003","MODELO EQUIPAMENTO","MODELO_VP","","S","","","1,00","4","MODELO EQUIPAMENTO","20","","","1","",""
"95","4","DATA VENDA","007","DATA VENDA","DATA_VENDA_VP","","D","","","1,00","5","DATA VENDA","8","","","1","",""
"95","5","QUANTIDADE","005","QUANTIDADE","QUANTIDADE_VP","","N","","","1,00","6","QUANTIDADE","8","","","1","","0"
"95","6","PREÇO CONCORRENTE","008","PREÇO CONCORRENTE","PRECO_CONCORRENTE_VP","","V","","","1,00","7","PREÇO CONCORRENTE","8","","","1","","2"
"95","7","PREÇO JOHN DEERE","009","PREÇO JOHN DEERE","PRECO_JOHN_DEERE_VP","","V","","","1,00","8","PREÇO JOHN DEERE","8","","","1","","2"
"95","8","MODELO JOHN DEERE","010","MODELO JOHN DEERE","MODELO_JOHN_DEERE_VP","","S","","","1,00","9","MODELO JOHN DEERE","20","","","1","",""
"95","9","MOTIVO VENDA PERDIDA","011","MOTIVO VENDA PERDIDA","MOTIVO_VP","","M","","","1,00","","MOTIVO VENDA PERDIDA","40","","","1","",""
"95","10","TIPO DE EQUIPAMENTO","001","TIPO DE EQUIPAMENTO","TIPO_EQUIP_VP","","S","","","1,00","2","TIPO DE EQUIPAMENTO","20","","","1","S",""
"95","11","CÓDIGO MODELO","004","CÓDIGO MODELO","COD_MODE_VP","","S","","","1,00","12","CÓDIGO MODELO","30","","","1","",""
"96","1","TIPO DE EQUIPAMENTO","001","TIPO DE EQUIPAMENTO","TIPO_DE_EQUIPAMENTO","","S","","","1,00","2","TIPO DE EQUIPAMENTO","20","","","1","S",""
"96","2","MARCA","002","MARCA","MARCA","","S","","","1,00","3","MARCA","20","","","1","",""
"96","3","MODELO DO EQUIPAMENTO","003","MODELO DO EQUIPAMENTO","MODELO_DO_EQUIPAMENT","","S","","","1,00","4","MODELO DO EQUIPAMENTO","50","","","1","",""
"96","4","DESCRIÇÃO","004","DESCRIÇÃO","DESCRICAO","","C","","","1,00","5","DESCRIÇÃO","150","","","1","N",""
"96","5","VALOR TOTAL","005","VALOR TOTAL","VALOR_TOTAL","","V","","","1,00","6","VALOR TOTAL","8","","","1","S","2"
"90","25","Operação","013","Operação","OPERACAO1","","M","","","1,00","26","Operação","20","","","1","S",""
"90","26","Será necessário Entrega Técnica","020","Será necessário Entrega Técnic","SERA_NECESSARIO_ENTR","","L","","","1,00","27","Será necessário Entrega Técnica","3","","","0","S",""
"90","27","Cliente John Deere?","002","Cliente John Deere?","CLIENTE_JOHN_DEERE","","L","","","1,00","29","Cliente John Deere? 2 Opção","3","","","1","S",""
"90","29","Cliente já possui esse produto com menos de 5 anos de uso?","003","Cliente já possui esse produto","POSSUI_JD","","M","","","1,00","4","Cliente já possui esse produto com menos de 5 anos de uso? 03 questão","20","","","1","S",""
"90","30","Haverá Especialista CSC?","004","Haverá Especialista CSC?","ITEM_TECNOLOGIA","","L","","","1,00","31","Haverá Especialista CSC?","3","","","1","N",""
"90","31","Valor Demonstração","005","Valor Demonstração","VALOR_DEMONSTRACAO","","V","","","1,00","32","Valor Demonstração","14","","","1","","2"
"90","32","Qtde de produtos esperados para negociação ao final da demo","005","Qtde de produtos esperados par","QTD_PRODUTOS_NEG","","M","","","1,00","33","Qtde de produtos esperados para negociação ao final da demo","20","","","1","S",""
"90","33","Objetivo da Demonstração:","005","Objetivo da Demonstração:","OBJETIVO_DEMO","","C","","","1,00","6","Objetivo da Demonstração:","60","","","1","S",""
"91","1","Cultura","001","Cultura","CULTURA","","M","","","1,00","2","Cultura","20","","","1","S",""
"91","2","Área HA","002","Área HA","AREA_HA","","C","","","1,00","3","Área HA

","30","","","1","S",""
"91","3","Lances","003","Lances","LANCES","","C","","","1,00","","Lances","30","","","1","S",""
"91","4","Status","004","Status","STATUS","","M","","","1,00","","Status","20","","","0","S",""
"91","5","Probabilidade Fechamento","005","Probabilidade Fechamento","PROBABILIDADE_FECHAM","","M","","","1,00","","Probabilidade Fechamento","20","","","1","S",""
"91","6","Valor","006","Valor","VALOR","","V","","","1,00","","Valor","8","","","1","S","2"
"91","7","Data Prevista Faturamento","007","Data Prevista Faturamento","DATA_FATURAMENTO","","D","","","1,00","","Data Faturamento","8","","","1","N",""
"91","8","Vendedor Indicação","008","Vendedor Indicação","VENDEDOR_INDICACAO","","M","","","1,00","9","Vendedor que fez a Indicação","20","","","1","S",""
"92","1","Cultura","001","Cultura","CULTURA","","M","","","1,00","2","Cultura","20","","","1","S",""
"92","2","Área HA","002","Área HA","AREA_HA","","C","","","1,00","","Área HA","30","","","1","S",""
"92","3","Lances","003","Lances","LANCES","","C","","","1,00","","Lances","30","","","1","S",""
"92","4","Motivo","004","Motivo","MOTIVO","","M","","","1,00","","Motivo","20","","","1","S",""
"93","1","Tipo do Equipamento","015","Tipo do Equipamento","TIPO_DO_EQUIPAMENTO","","S","","","1,00","2","Tipo do Equipamento","20","","","1","S",""
"93","2","Marca","018","Marca","MARCA","","S","","","1,00","3","Marca","20","","","1","S",""
"93","3","Modelo do Equipamento","021","Modelo do Equipamento","MODELO_DO_EQUIPAMENT","","S","","","1,00","15","Modelo do Equipamento","40","","","1","S",""
"93","4","Valor Total","030","Valor Total","VALOR_TOTAL","","V","","","1,00","10","Valor Total","8","","","1","S","2"
"93","5","Nro Pedido de Venda","006","Nro Pedido de Venda","NRO_PEDIDO_DE_VENDA","","N","","","1,00","6","Nro Pedido de Venda","8","","","1","N","0"
"93","6","Data Pedido de Venda","009","Data Pedido de Venda","DATA_PEDIDO_DE_VENDA","","D","","","1,00","20","Data Pedido de Venda","8","","","1","S",""
"93","7","Pedido tirado para","001","Pedido tirado para","PEDIDO_TIRADO_PARA","","C","","","1,00","14","Pedido tirado para","30","","","1","",""
"93","8","Origem do Faturamento","060","Origem do Faturamento","ORIGEM_DO_FATURAMENT","","M","","","1,00","","Origem do Faturamento","20","","","1","S",""
"93","9","Valor Financiado","036","Valor Financiado","VALOR_FINANCIADO","","V","","","1,00","21","Valor Financiado","8","","","1","S","2"
"93","10","Valor Recurso Próprio","033","Valor Recurso Próprio","VALOR_RECURSO_PROPRI","","V","","","1,00","9","Valor Recurso Próprio","8","","","1","S","2"
"93","11","Instituição Financeira","045","Instituição Financeira","INSTITUICAO_FINANCEI","","M","","","1,00","12","Instituição Financeira","20","","","1","S",""
"93","12","Nome do Gerente (Banco)","048","Nome do Gerente (Banco)","NOME_DO_GERENTE","","C","","","1,00","8","Nome do Gerente (Banco)","30","","","1","S",""
"93","13","Linha de Crédito","042","Linha de Crédito","LINHA_DE_CREDITO","","M","","","1,00","11","Linha de Crédito","20","","","1","S",""
"93","14","Numero da Cotação","003","Numero da Cotação","NUMERO_DA_COTACAO","","N","","","1,00","5","Numero da Cotação","8","","","1","N","0"
"93","15","Código do modelo","024","Código do modelo","CODIGO_DO_MODELO","","S","","","1,00","16","Código do modelo","50","","","1","S",""
"93","16","Primeiro John Deere","027","Primeiro John Deere","PRIMEIRO_JOHN_DEERE","","L","","","1,00","4","Primeiro John Deere","3","","","1","S",""
"93","17","Venda Compartilhada","051","Venda Compartilhada","VENDA_COMPARTILHADA","","L","","","1,00","18","Venda Compartilhada","3","","","1","S",""
"93","18","Consultor 1:","054","Consultor 1:","CONSULTOR_1","","S","","","1,00","19","Consultor 1:","20","","","1","",""
"93","19","Consultor 2:","057","Consultor 2:","CONSULTOR_2","","S","","","1,00","8","Consultor 2:","20","","","1","N",""
"93","20","Tipo de Venda","012","Tipo de Venda","TIPO_DE_VENDA","","M","","","1,00","1","Tipo de Venda","20","","","1","S",""
"93","21","Forma de Pagamento","039","Forma de Pagamento","FORMA_DE_PAGAMENTO","","M","","","1,00","13","Forma de Pagamento","20","","","1","S",""
"94","1","CNPJ/CPF do comprador","0010","CNPJ/CPF do comprador","CNPJ_CPF_DO_COMPRADO","","C","","","1,00","2","CNPJ/CPF do comprador","30","","","1","",""
"94","2","Agencia","0020","Agencia","AGENCIA","","C","","","1,00","3","Agencia","30","","","1","",""
"128","10","Participação em %","010","Participação em %","PART_PORCENT","","C","","","1,00","11","Participação em %","5","","","1","",""
"128","11","Nº da Parcela Paga","011","Nº da Parcela Paga","NUM_PARCELA","","N","","","1,00","12","Nº da Parcela Paga","8","","","1","","0"
"128","12","Valor Pago","012","Valor Pago","VALOR_PAGO","","V","","","1,00","13","Valor Pago","8","","","1","","2"
"128","13","Houve Sinistro?","013","Houve Sinistro?","HOUVE_SINISTRO","","L","","","1,00","14","Houve Sinistro?","3","","","1","",""
"128","14","Data Sinistro 1","014","Data Sinistro 1","DATA_SINISTRO_UM","","D","","","1,00","15","Data Sinistro 1","8","","","1","",""
"128","15","Data Sinistro 2","015","Data Sinistro 2","DATA_SINISTRO_DOIS","","D","","","1,00","","Data Sinistro 2","8","","","1","",""
"129","35","Seguradora","035","Seguradora","SEGURADORA","","M","","","1,00","40","Seguradora","20","","","1","",""
"129","40","Corretora","040","Corretora","CORRETORA","","M","","","1,00","45","Corretora","20","","","1","",""
"129","45","Apólice","045","Apólice","APOLICE","","C","","","1,00","50","Apólice","30","","","1","",""
"129","50","Vigência - Início","050","Vigência - Início","VIGENCIA_INICIO","","D","","","1,00","55","Vigência - Início","8","","","1","",""
"129","55","Vigência - Término","055","Vigência - Término","VIGENCIA_TERMINO","","D","","","1,00","60","Vigência - Término","8","","","1","",""
"129","60","Prêmio Líquido","060","Prêmio Líquido","PREMIO_LIQUIDO","","V","","","1,00","65","Prêmio Líquido","8","","","1","","2"
"129","65","Quantidade de Parcelas","065","Quantidade de Parcelas","QDE_PARCELAS","","N","","","1,00","70","Quantidade de Parcelas","8","","","1","","0"
"129","70","Valor da Parcela","070","Valor da Parcela","VALOR_PARCELA","","V","","","1,00","71","Valor da Parcela","8","","","1","","2"
"129","71","Data Vencto Primeira Parcela","009","Data Vencto Primeira Parcela","DATA_VENCTO_PRIMEIRA","","D","","","1,00","75","Data Vencto Primeira Parcela","8","","","1","",""
"129","75","Participação em %","010","Participação em %","PART_PORCENT","","C","","","1,00","85","Participação em %","5","","","1","",""
"129","85","Nº da Parcela Paga","011","Nº da Parcela Paga","NUM_PARCELA","","N","","","1,00","90","Nº da Parcela Paga","8","","","1","","0"
"129","90","Valor Pago","012","Valor Pago","VALOR_PAGO","","V","","","1,00","95","Valor Pago","8","","","1","","2"
"129","95","Houve Sinistro?","013","Houve Sinistro?","HOUVE_SINISTRO","","L","","","1,00","100","Houve Sinistro?","3","","","1","",""
"129","100","Data Sinistro 1","014","Data Sinistro 1","DATA_SINISTRO_UM","","D","","","1,00","105","Data Sinistro 1","8","","","1","",""
"129","105","Data Sinistro 2","020","Data Sinistro 2","DATA_SINISTRO_DOIS","","D","","","1,00","","Data Sinistro 2","8","","","1","",""
"130","5","Seguradora","005","Seguradora","SEGURADORA","","M","","","1,00","10","Seguradora","20","","","1","",""
"130","10","Preço","010","Preço","PRECO","","V","","","1,00","15","Preço","8","","","1","","2"
"130","15","Motivo","015","Motivo","MOTIVO","","M","","","1,00","","Motivo","30","","","1","",""
"131","5","Seguradora","005","Seguradora","SEGURADORA","","M","","","1,00","10","Seguradora","30","","","1","S",""
"131","10","Preço","010","Preço","PRECO","","V","","","1,00","15","Preço","8","","","1","S","2"
"131","15","Motivo","015","Motivo","MOTIVO","","M","","","1,00","","Motivo","30","","","1","",""
"133","1","Pedido tirado para","001","Pedido tirado para","PEDIDO_TIRADO_PARA","","C","","","1,00","3","Pedido tirado para","40","","","1","S",""
"133","3","JD Quote","003","JD Quote","JD_QUOTE","","C","","","1,00","5","JD Quote","30","","","1","",""
"133","5","Tipo Equipamento","005","Tipo Equipamento","TIPO_EQUIPAMENTO","","S","","","1,00","7","Tipo Equipamento","20","","","1","S",""
"133","7","Marca Equipamento","007","Marca Equipamento","MARCA_EQUIPAMENTO","","S","","","1,00","9","Marca Equipamento","20","","","1","",""
"133","9","Modelo Equipamento","009","Modelo Equipamento","MODELO_EQUIPAMENTO","","S","","","1,00","11","Modelo Equipamento","20","","","1","",""
"133","11","Qtde Equipamentos","011","Qtde Equipamentos","QTDE_EQUIPAMENTOS","","M","","","1,00","13","Qtde Equipamentos","20","","","1","",""
"133","13","Qtde Peso Dianteiro","013","Qtde Peso Dianteiro","QTDE_PESO_DIANTEIRO","","M","","","1,00","15","Qtde Peso Dianteiro","20","","","1","",""
"133","15","Kg Peso Dianteiro","015","Kg Peso Dianteiro","KG_PESO_DIANTEIRO","","M","","","1,00","17","Kg Peso Dianteiro","20","","","1","",""
"133","17","Qtde Peso Traseiro","017","Qtde Peso Traseiro","QTDE_PESO_TRASEIRO","","M","","","1,00","19","Qtde Peso Traseiro","20","","","1","",""
"133","19","Kg Peso Traseiro","019","Kg Peso Traseiro","KG_PESO_TRASEIRO","","M","","","1,00","21","Kg Peso Traseiro","20","","","1","",""
"133","21","Lastro Dianteiro","021","Lastro Dianteiro","LASTRO_DIANTEIRO","","M","","","1,00","23","Lastro Dianteiro","20","","","1","",""
"133","23","Lastro Traseiro","023","Lastro Traseiro","LASTRO_TRASEIRO","","M","","","1,00","25","Lastro Traseiro","20","","","1","",""
